County,Carrier,PhoneModel,Num_of_Tests,Median_County_Income,Avg_Down,Population
Nevada,AT&T,SM-G970U,35,41039,21443,102392
Nevada,AT&T,SM-G998U,35,41039,30262,102392
Nevada,FirstNet,XP8800,35,41039,18449,102392
Nevada,Sprint,SM-G973U,35,41039,13452,102392
Nevada,T-Mobile,SM-G970U,35,41039,14730,102392
Nevada,T-Mobile,SM-G998U,35,41039,23727,102392
Nevada,Verizon,SM-G970U,35,41039,26582,102392
Nevada,Verizon,SM-G998U,35,41039,21854,102392
Mariposa,all_carrier,NA,264,33858,6819,17123
Mariposa,AT&T,SM-G970U,33,33858,11505,17123
Mariposa,AT&T,SM-G998U,33,33858,9984,17123
Mariposa,FirstNet,XP8800,33,33858,11408,17123
Mariposa,Sprint,SM-G973U,33,33858,1425,17123
Mariposa,T-Mobile,SM-G970U,33,33858,1307,17123
Mariposa,T-Mobile,SM-G998U,33,33858,1628,17123
Mariposa,Verizon,SM-G970U,33,33858,10525,17123
Mariposa,Verizon,SM-G998U,33,33858,6773,17123
Calaveras,all_carrier,NA,248,41045,23848,45277
Calaveras,AT&T,SM-G970U,31,41045,37317,45277
Calaveras,AT&T,SM-G998U,31,41045,33001,45277
Calaveras,FirstNet,XP8800,31,41045,25231,45277
Calaveras,Sprint,SM-G973U,31,41045,12317,45277
Calaveras,T-Mobile,SM-G970U,31,41045,17103,45277
Calaveras,T-Mobile,SM-G998U,31,41045,18545,45277
Calaveras,Verizon,SM-G970U,31,41045,32882,45277
Calaveras,Verizon,SM-G998U,31,41045,14385,45277
Sierra,all_carrier,NA,144,41714,6239,3233
Sierra,AT&T,SM-G970U,18,41714,5980,3233
Sierra,AT&T,SM-G998U,18,41714,5205,3233
Sierra,FirstNet,XP8800,18,41714,3988,3233
Sierra,Sprint,SM-G973U,18,41714,923,3233
Sierra,T-Mobile,SM-G970U,18,41714,11228,3233
Sierra,T-Mobile,SM-G998U,18,41714,10769,3233
Sierra,Verizon,SM-G970U,18,41714,6723,3233
Sierra,Verizon,SM-G998U,18,41714,5097,3233
